minute,second,h_a,x,y,type,outcomeType,playerName,endX,endY,Setpiece,xT,team,country,competition,season
7,45,h,64.2,7.9,Pass,Successful,Jordan Henderson,68.9,7.7,FALSE,0.002204965661,Liverpool,Europe,Champions-League,2022-2023
7,46.5,h,68.9,7.7,carry,Successful,Mohamed Salah,74,9.2,FALSE,0.00360978145,Liverpool,Europe,Champions-League,2022-2023
7,48,h,74,9.2,Pass,Successful,Mohamed Salah,68.2,7.1,FALSE,-0.004053398331,Liverpool,Europe,Champions-League,2022-2023
7,51,h,68.2,7.1,carry,Successful,Jordan Henderson,75.9,8,FALSE,0.005236644411,Liverpool,Europe,Champions-League,2022-2023
7,54,h,75.9,8,Pass,Successful,Jordan Henderson,91.4,23.3,FALSE,0.02385528894,Liverpool,Europe,Champions-League,2022-2023
7,56,h,92,24.6,BallTouch,Unsuccessful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
7,57,a,9.6,73.6,BallRecovery,Successful,David Alaba,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
7,57,a,10.9,74.3,Pass,Successful,David Alaba,20.9,91.8,FALSE,-0.0005118607812,Real Madrid,Europe,Champions-League,2022-2023
7,59,a,21.3,92.2,Pass,Successful,Luka Modric,33.2,95.6,FALSE,0.001862808574,Real Madrid,Europe,Champions-League,2022-2023
8,1.5,a,33.2,95.6,carry,Successful,Vinícius Júnior,38,93.5,FALSE,0.0008511625689,Real Madrid,Europe,Champions-League,2022-2023
8,4,h,62,6.5,Foul,Unsuccessful,Fabinho,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
8,4,a,38,93.5,Foul,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
8,32,a,38,91.4,Pass,Successful,Antonio Rüdiger,39.1,9.3,TRUE,0.0002353834715,Real Madrid,Europe,Champions-League,2022-2023
8,34,a,39.1,9.3,BallTouch,Successful,Daniel Carvajal,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
8,36,a,52,9.6,Pass,Successful,Rodrygo,38.3,10.4,FALSE,-0.002855189382,Real Madrid,Europe,Champions-League,2022-2023
8,37,a,38.1,10.5,Pass,Successful,Daniel Carvajal,25.9,31.2,FALSE,-0.0009907894148,Real Madrid,Europe,Champions-League,2022-2023
8,38.5,a,25.9,31.2,carry,Successful,Éder Militão,25.3,35.6,FALSE,-0.0000117608869,Real Madrid,Europe,Champions-League,2022-2023
8,40,a,25.3,35.6,Pass,Successful,Éder Militão,21,53.5,FALSE,-0.0004759668508,Real Madrid,Europe,Champions-League,2022-2023
8,44,a,22.7,55.5,Pass,Unsuccessful,Thibaut Courtois,71.2,84.1,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
8,47,h,28,9.7,Pass,Successful,Trent Alexander-Arnold,35.6,12.9,FALSE,0.001572950944,Liverpool,Europe,Champions-League,2022-2023
8,49,h,35.6,12.9,BallRecovery,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
8,49,h,35.6,12.9,Pass,Unsuccessful,Jordan Henderson,47.3,25.5,FALSE,,Liverpool,Europe,Champions-League,2022-2023
8,51,a,51.9,71.6,Interception,Successful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
9,14,h,49.5,0,Pass,Successful,Trent Alexander-Arnold,47,10.4,FALSE,-0.0002221477345,Liverpool,Europe,Champions-League,2022-2023
9,16,h,47,10.4,carry,Successful,Stefan Bajcetic,41.7,17.7,FALSE,-0.0003473155078,Liverpool,Europe,Champions-League,2022-2023
9,18,h,41.7,17.7,Pass,Successful,Stefan Bajcetic,31.4,45.7,FALSE,-0.001240681833,Liverpool,Europe,Champions-League,2022-2023
9,19.5,h,31.4,45.7,carry,Successful,Virgil van Dijk,32.8,48.7,FALSE,0.0002034246246,Liverpool,Europe,Champions-League,2022-2023
9,21,h,32.8,48.7,Pass,Successful,Virgil van Dijk,37,89.6,FALSE,-0.0004079386845,Liverpool,Europe,Champions-League,2022-2023
9,23,h,37,89.6,carry,Successful,Andrew Robertson,36.7,82,FALSE,0.0004732544799,Liverpool,Europe,Champions-League,2022-2023
9,25,h,36.7,82,Pass,Successful,Andrew Robertson,40.5,58.4,FALSE,0.001461314971,Liverpool,Europe,Champions-League,2022-2023
9,27,h,40.5,58.4,carry,Successful,Stefan Bajcetic,37.7,51.5,FALSE,-0.0007180728386,Liverpool,Europe,Champions-League,2022-2023
9,29,h,37.7,51.5,Pass,Successful,Stefan Bajcetic,57.2,7.3,FALSE,0.003165815401,Liverpool,Europe,Champions-League,2022-2023
9,32,h,58.5,7.7,Pass,Successful,Trent Alexander-Arnold,63.6,4.1,FALSE,0.001657251947,Liverpool,Europe,Champions-League,2022-2023
9,34,h,64,4.6,Pass,Successful,Mohamed Salah,56.7,15.3,FALSE,-0.001605373312,Liverpool,Europe,Champions-League,2022-2023
9,36,h,56.7,15.3,carry,Successful,Jordan Henderson,56.9,24.1,FALSE,0.0007351151994,Liverpool,Europe,Champions-League,2022-2023
9,38,h,56.9,24.1,Pass,Successful,Jordan Henderson,59.4,36.3,FALSE,0.001318707629,Liverpool,Europe,Champions-League,2022-2023
9,41,h,59.5,36.6,Pass,Successful,Stefan Bajcetic,56.2,29.2,FALSE,-0.001283491892,Liverpool,Europe,Champions-League,2022-2023
9,43,h,55.8,28.6,Pass,Successful,Jordan Henderson,76.1,4.1,FALSE,0.008030449906,Liverpool,Europe,Champions-League,2022-2023
9,45,h,76.1,4.1,Pass,Successful,Mohamed Salah,78.3,12.5,FALSE,0.002706717556,Liverpool,Europe,Champions-League,2022-2023
9,46,h,78.6,13.1,Pass,Successful,Trent Alexander-Arnold,87.8,9.7,FALSE,0.0083631375,Liverpool,Europe,Champions-League,2022-2023
9,48,h,87.8,9.7,carry,Successful,Mohamed Salah,97.2,20.6,FALSE,0.01257117502,Liverpool,Europe,Champions-League,2022-2023
9,50,h,97.2,20.6,Pass,Successful,Mohamed Salah,79.4,66.3,FALSE,-0.01797062489,Liverpool,Europe,Champions-League,2022-2023
9,53,h,79.4,66.3,Pass,Successful,Andrew Robertson,73.8,60.9,FALSE,-0.004069476862,Liverpool,Europe,Champions-League,2022-2023
9,54,h,73.8,60.9,Pass,Unsuccessful,Stefan Bajcetic,73.5,50.3,FALSE,,Liverpool,Europe,Champions-League,2022-2023
9,55,a,29.1,45.3,BallRecovery,Successful,Luka Modric,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
9,57,a,31,54.3,Pass,Successful,Luka Modric,39.4,85.6,FALSE,0.0005555440997,Real Madrid,Europe,Champions-League,2022-2023
10,0,a,39.4,85.6,carry,Successful,Vinícius Júnior,63.9,80.6,FALSE,0.007495472629,Real Madrid,Europe,Champions-League,2022-2023
10,3,a,63.9,80.6,Pass,Unsuccessful,Vinícius Júnior,71.6,77.4,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
10,4,h,34.4,17.1,BallTouch,Successful,Joe Gomez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
10,7,a,71.2,90.5,Pass,Successful,Karim Benzema,69.8,68.4,FALSE,0.001317214302,Real Madrid,Europe,Champions-League,2022-2023
10,8,a,69.8,68.4,carry,Successful,Federico Valverde,68.2,71.1,FALSE,-0.0009661774325,Real Madrid,Europe,Champions-League,2022-2023
10,9,a,68.2,71.1,Pass,Successful,Federico Valverde,66.2,76,FALSE,-0.001329693359,Real Madrid,Europe,Champions-League,2022-2023
10,11,a,66.6,74.5,Pass,Successful,Luka Modric,62.3,71.9,FALSE,-0.002357878168,Real Madrid,Europe,Champions-League,2022-2023
10,11,a,62.3,71.9,Pass,Successful,Federico Valverde,60,85.6,FALSE,-0.001654253968,Real Madrid,Europe,Champions-League,2022-2023
10,13,a,60,85.6,Pass,Successful,David Alaba,67.8,94.2,FALSE,0.002345694364,Real Madrid,Europe,Champions-League,2022-2023
10,15,a,67.8,94.2,carry,Successful,Karim Benzema,72.2,84.1,FALSE,0.004511340383,Real Madrid,Europe,Champions-League,2022-2023
10,17,a,72.2,84.1,Pass,Successful,Karim Benzema,72.1,75.5,FALSE,0.0005254588506,Real Madrid,Europe,Champions-League,2022-2023
10,18,a,72.1,75.5,Pass,Successful,Luka Modric,68.3,91.9,FALSE,-0.004484105164,Real Madrid,Europe,Champions-League,2022-2023
10,20,a,67.8,90.5,Pass,Successful,David Alaba,63.8,86.1,FALSE,-0.001418600158,Real Madrid,Europe,Champions-League,2022-2023
10,21,a,63.8,86.1,carry,Successful,Federico Valverde,64.7,82.7,FALSE,0.0009636058436,Real Madrid,Europe,Champions-League,2022-2023
10,22,a,64.7,82.7,Pass,Successful,Federico Valverde,67.9,74,FALSE,0.002414993043,Real Madrid,Europe,Champions-League,2022-2023
10,24,a,67.9,74,Pass,Successful,Luka Modric,56.4,66.2,FALSE,-0.004775953194,Real Madrid,Europe,Champions-League,2022-2023
10,25,a,56.4,66.2,carry,Successful,Antonio Rüdiger,55.6,58.1,FALSE,-0.0001581364829,Real Madrid,Europe,Champions-League,2022-2023
10,26,a,55.6,58.1,Pass,Successful,Antonio Rüdiger,55,35.3,FALSE,-0.0002679250095,Real Madrid,Europe,Champions-League,2022-2023
10,28,a,55,35.2,Pass,Successful,Éder Militão,52.1,59.2,FALSE,-0.0007938139001,Real Madrid,Europe,Champions-League,2022-2023
10,32,a,52.9,59.5,Pass,Successful,Antonio Rüdiger,52.5,42.2,FALSE,-0.00008496417523,Real Madrid,Europe,Champions-League,2022-2023
10,34,a,54.1,40.1,Pass,Successful,Éder Militão,65.5,8.7,FALSE,0.002315034664,Real Madrid,Europe,Champions-League,2022-2023
10,36,a,65.5,8.7,carry,Successful,Daniel Carvajal,70.5,8.4,FALSE,0.002380778565,Real Madrid,Europe,Champions-League,2022-2023
10,38,a,70.5,8.4,Pass,Successful,Daniel Carvajal,83.3,30.7,FALSE,0.02003434281,Real Madrid,Europe,Champions-League,2022-2023
10,39,a,83.3,30.7,carry,Successful,Rodrygo,86.2,33.8,FALSE,0.01867229068,Real Madrid,Europe,Champions-League,2022-2023
10,40,a,86.2,33.8,Dispossessed,Successful,Rodrygo,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
10,40,h,13.8,66.2,Tackle,Unsuccessful,Andrew Robertson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
10,46,a,74.5,87.6,Pass,Unsuccessful,David Alaba,96.6,48.6,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
10,48,h,5,47.6,Claim,Successful,Alisson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
10,58,h,9,47.6,Pass,Successful,Alisson,11.5,30.3,FALSE,-0.0006391059137,Liverpool,Europe,Champions-League,2022-2023
10,59,h,11.5,30.3,carry,Successful,Joe Gomez,15,28,FALSE,0.00002961952854,Liverpool,Europe,Champions-League,2022-2023
11,0,h,15,28,Pass,Successful,Joe Gomez,29.8,19.2,FALSE,0.001113400325,Liverpool,Europe,Champions-League,2022-2023
11,2,h,29.9,18.6,Pass,Successful,Jordan Henderson,38.8,9.7,FALSE,0.0009725297824,Liverpool,Europe,Champions-League,2022-2023
11,3.5,h,38.8,9.7,carry,Successful,Mohamed Salah,39.4,6.2,FALSE,-0.0001688226654,Liverpool,Europe,Champions-League,2022-2023
11,5,h,39.4,6.2,Dispossessed,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
11,5,a,60.6,93.8,Tackle,Successful,David Alaba,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
11,12,h,32.4,0,Pass,Successful,Trent Alexander-Arnold,13,10.4,FALSE,-0.002193532608,Liverpool,Europe,Champions-League,2022-2023
11,14.5,h,13,10.4,carry,Successful,Joe Gomez,13.5,25,FALSE,0.001171236505,Liverpool,Europe,Champions-League,2022-2023
11,17,h,13.5,25,Pass,Unsuccessful,Joe Gomez,14.3,27.1,FALSE,,Liverpool,Europe,Champions-League,2022-2023
11,17,a,77.9,70.2,BlockedPass,Successful,Karim Benzema,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
11,19,a,74.3,72.3,BallTouch,Unsuccessful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
11,21,a,79.9,77.7,Pass,Unsuccessful,Vinícius Júnior,79.6,71.5,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
11,21,a,78.3,74.9,BallRecovery,Successful,Vinícius Júnior,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
11,21,h,24,26.1,BallTouch,Successful,Stefan Bajcetic,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
11,22,h,20.8,31.4,BallTouch,Successful,Stefan Bajcetic,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
11,23,a,79.5,59.5,Pass,Successful,Karim Benzema,84.1,45.1,FALSE,0.04265019149,Real Madrid,Europe,Champions-League,2022-2023
11,24,a,84.1,44.6,SavedShot,Successful,Rodrygo,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
11,24,h,10.7,54.9,Save,Successful,Virgil van Dijk,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
11,27,h,15.2,92.3,BallRecovery,Successful,Darwin Núñez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
11,36,h,15.8,95,Pass,Successful,Darwin Núñez,35,71.5,FALSE,0.004045942557,Liverpool,Europe,Champions-League,2022-2023
11,39,h,35,71.5,carry,Successful,Cody Gakpo,53.5,43.3,FALSE,0.004640309729,Liverpool,Europe,Champions-League,2022-2023
11,42,h,53.5,43.3,Pass,Successful,Cody Gakpo,68.7,11.6,FALSE,0.004560432408,Liverpool,Europe,Champions-League,2022-2023
11,49,a,14.4,69.2,Challenge,Unsuccessful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
11,49,h,89.6,38,MissedShots,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
11,49,h,85.6,30.8,TakeOn,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
12,18,a,5,50.8,Pass,Successful,Thibaut Courtois,8.5,27.8,FALSE,-0.0005278268929,Real Madrid,Europe,Champions-League,2022-2023
12,19,a,8.9,27.7,Pass,Unsuccessful,Éder Militão,65.6,54.3,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
12,22,h,35,43.7,Pass,Successful,Joe Gomez,41.6,55.2,FALSE,0.001488437393,Liverpool,Europe,Champions-League,2022-2023
12,22,h,34.5,42.7,BallRecovery,Successful,Joe Gomez,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
12,23,h,41.6,55.2,carry,Successful,Fabinho,43,60.3,FALSE,0.0002591131341,Liverpool,Europe,Champions-League,2022-2023
12,24,h,43,60.3,Pass,Successful,Fabinho,44.3,81.2,FALSE,-0.0004702812188,Liverpool,Europe,Champions-League,2022-2023
12,26,h,44.3,81.2,carry,Successful,Andrew Robertson,53.8,80.9,FALSE,0.002502698456,Liverpool,Europe,Champions-League,2022-2023
12,28,h,53.8,80.9,Pass,Successful,Andrew Robertson,57,71.8,FALSE,0.001523904253,Liverpool,Europe,Champions-League,2022-2023
12,29.5,h,57,71.8,carry,Successful,Stefan Bajcetic,68,67,FALSE,0.004997515163,Liverpool,Europe,Champions-League,2022-2023
12,31,a,32,33,Tackle,Unsuccessful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
12,31,h,68,67,TakeOn,Unsuccessful,Stefan Bajcetic,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
12,32,a,30.9,33.6,Pass,Successful,Eduardo Camavinga,32.5,30.1,FALSE,0.0002278006131,Real Madrid,Europe,Champions-League,2022-2023
12,33,a,28.3,40.8,BallRecovery,Successful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
12,34,a,34.2,34.6,TakeOn,Unsuccessful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
12,34,h,65.8,65.4,Tackle,Successful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
12,35,h,71.4,67,Pass,Unsuccessful,Cody Gakpo,73.3,68.1,FALSE,,Liverpool,Europe,Champions-League,2022-2023
12,35,a,30.7,28.7,BallTouch,Successful,Federico Valverde,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
12,37,a,27.8,25.2,Pass,Successful,Daniel Carvajal,15.6,39.9,FALSE,-0.000321035268,Real Madrid,Europe,Champions-League,2022-2023
12,38,a,14.8,39.8,Pass,Successful,Éder Militão,2.9,56.1,FALSE,-0.00097602441,Real Madrid,Europe,Champions-League,2022-2023
12,40,a,2.9,56.1,Pass,Unsuccessful,Thibaut Courtois,39.1,0,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
12,48,h,63,100,Pass,Successful,Andrew Robertson,40.6,80.9,FALSE,-0.004907251035,Liverpool,Europe,Champions-League,2022-2023
12,49.5,h,40.6,80.9,carry,Successful,Virgil van Dijk,37,77.6,FALSE,-0.0005777567307,Liverpool,Europe,Champions-League,2022-2023
12,51,h,37,77.6,Pass,Successful,Virgil van Dijk,18.5,47.9,FALSE,-0.001871064697,Liverpool,Europe,Champions-League,2022-2023
12,53,h,18.5,47.9,Pass,Successful,Alisson,23.3,25,FALSE,-0.0002917017808,Liverpool,Europe,Champions-League,2022-2023
12,57,h,23.3,25,carry,Successful,Joe Gomez,31.8,16.8,FALSE,0.0009039206954,Liverpool,Europe,Champions-League,2022-2023
13,1,h,31.8,16.8,Pass,Unsuccessful,Joe Gomez,86.2,24.6,FALSE,,Liverpool,Europe,Champions-League,2022-2023
13,5,a,11.3,74.2,KeeperPickup,Successful,Thibaut Courtois,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
13,7,a,11.6,74.3,Pass,Successful,Thibaut Courtois,27.6,89.8,FALSE,0.0005888299336,Real Madrid,Europe,Champions-League,2022-2023
13,9.5,a,27.6,89.8,carry,Successful,David Alaba,35.5,88.4,FALSE,0.001485117856,Real Madrid,Europe,Champions-League,2022-2023
13,12,a,35.5,88.4,Pass,Successful,David Alaba,30.5,84.3,FALSE,-0.000637046607,Real Madrid,Europe,Champions-League,2022-2023
13,14,a,30.5,84.3,carry,Successful,Eduardo Camavinga,30.4,78.8,FALSE,0.0002910776138,Real Madrid,Europe,Champions-League,2022-2023
13,16,a,30.4,78.8,Pass,Successful,Eduardo Camavinga,28.9,48.2,FALSE,0.0003585942039,Real Madrid,Europe,Champions-League,2022-2023
13,17.5,a,28.9,48.2,carry,Successful,Éder Militão,30.5,43.6,FALSE,0.0002447799033,Real Madrid,Europe,Champions-League,2022-2023
13,19,a,30.5,43.6,Pass,Successful,Éder Militão,40,13.8,FALSE,0.0007225564938,Real Madrid,Europe,Champions-League,2022-2023
13,23,a,38.9,13.8,Pass,Successful,Daniel Carvajal,28.3,37.6,FALSE,-0.000955215611,Real Madrid,Europe,Champions-League,2022-2023
13,25,a,28.3,37.6,carry,Successful,Éder Militão,27.9,41.1,FALSE,-0.000009189597706,Real Madrid,Europe,Champions-League,2022-2023
13,27,a,27.9,41.1,Pass,Successful,Éder Militão,32.4,52.3,FALSE,0.0007401062164,Real Madrid,Europe,Champions-League,2022-2023
13,28.5,a,32.4,52.3,carry,Successful,Luka Modric,31.4,37.8,FALSE,-0.0002247041083,Real Madrid,Europe,Champions-League,2022-2023
13,30,a,31.4,37.8,Pass,Successful,Luka Modric,40.3,10.5,FALSE,0.0004095121116,Real Madrid,Europe,Champions-League,2022-2023
13,33,a,42,9,Pass,Successful,Daniel Carvajal,72.6,14.1,FALSE,0.01208361929,Real Madrid,Europe,Champions-League,2022-2023
13,35,a,72.6,14.1,Pass,Unsuccessful,Federico Valverde,79.3,30.9,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
13,37,h,24.9,66.9,BallRecovery,Successful,Virgil van Dijk,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
13,38,h,24.9,66.9,Pass,Unsuccessful,Virgil van Dijk,45,32.8,FALSE,,Liverpool,Europe,Champions-League,2022-2023
13,39,a,56.4,67.6,Pass,Unsuccessful,David Alaba,62,56.1,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
13,41,h,43.1,38.9,BallTouch,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
13,42,a,62.7,55.2,BallTouch,Unsuccessful,Eduardo Camavinga,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
13,45,h,45.6,48.1,BallRecovery,Successful,Jordan Henderson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
13,46,h,45.6,48.1,Pass,Successful,Jordan Henderson,58.8,60,FALSE,0.003719407263,Liverpool,Europe,Champions-League,2022-2023
13,47,h,59.1,60,BallTouch,Unsuccessful,Cody Gakpo,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
13,48,a,26.2,38.5,Pass,Successful,Daniel Carvajal,4.7,56.4,FALSE,-0.001340800928,Real Madrid,Europe,Champions-League,2022-2023
13,48,a,26.2,38.5,BallRecovery,Successful,Daniel Carvajal,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
13,49,a,4.6,57.8,BallTouch,Unsuccessful,Thibaut Courtois,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
13,50,h,87.9,35.4,BallRecovery,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
13,51,a,4.6,57.8,Error,Successful,Thibaut Courtois,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
13,52,h,92,38.7,Goal,Successful,Mohamed Salah,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
15,20,a,50,50,Pass,Successful,Karim Benzema,41.8,61.9,FALSE,-0.002217838811,Real Madrid,Europe,Champions-League,2022-2023
15,22,a,40.4,60.7,Pass,Successful,Luka Modric,36.7,52,FALSE,-0.0008231212924,Real Madrid,Europe,Champions-League,2022-2023
15,23,a,36,52.8,Pass,Successful,Eduardo Camavinga,31.6,73.9,FALSE,-0.001040850623,Real Madrid,Europe,Champions-League,2022-2023
15,25,a,31.6,73.9,carry,Successful,Antonio Rüdiger,31.2,67.7,FALSE,0.0001527514469,Real Madrid,Europe,Champions-League,2022-2023
15,27,a,31.2,67.7,Pass,Successful,Antonio Rüdiger,29.5,46.5,FALSE,-0.0001290239474,Real Madrid,Europe,Champions-League,2022-2023
15,29.5,a,29.5,46.5,carry,Successful,Éder Militão,26.8,45,FALSE,-0.0003819441291,Real Madrid,Europe,Champions-League,2022-2023
15,32,a,26.8,45,Pass,Successful,Éder Militão,10.4,58,FALSE,-0.0006595642206,Real Madrid,Europe,Champions-League,2022-2023
15,35,a,11.2,59.5,Pass,Unsuccessful,Thibaut Courtois,73.1,50.9,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
15,40,h,27.8,51.8,Pass,Successful,Virgil van Dijk,10.6,61.2,FALSE,-0.001005315523,Liverpool,Europe,Champions-League,2022-2023
15,42,h,10.1,61.7,KeeperPickup,Successful,Alisson,,,FALSE,,Liverpool,Europe,Champions-League,2022-2023
15,51,h,14.4,53.1,Pass,Successful,Alisson,27,59.7,FALSE,0.0002944429448,Liverpool,Europe,Champions-League,2022-2023
15,52.5,h,27,59.7,carry,Successful,Fabinho,29.9,69.7,FALSE,0.0002384989361,Liverpool,Europe,Champions-League,2022-2023
15,54,h,29.9,69.7,Pass,Successful,Fabinho,29.4,89.7,FALSE,-0.00112477866,Liverpool,Europe,Champions-League,2022-2023
15,55,h,29.4,89.7,carry,Successful,Andrew Robertson,27.2,86.6,FALSE,-0.0001328134902,Liverpool,Europe,Champions-League,2022-2023
15,56,h,27.2,86.6,Pass,Successful,Andrew Robertson,11.8,82.1,FALSE,-0.001345390078,Liverpool,Europe,Champions-League,2022-2023
15,58.5,h,11.8,82.1,carry,Successful,Virgil van Dijk,11.5,85.4,FALSE,-0.0003122176977,Liverpool,Europe,Champions-League,2022-2023
16,1,h,11.5,85.4,Pass,Unsuccessful,Virgil van Dijk,59.1,71.1,FALSE,,Liverpool,Europe,Champions-League,2022-2023
16,2,a,40,32,BallRecovery,Successful,Éder Militão,,,FALSE,,Real Madrid,Europe,Champions-League,2022-2023
16,4,a,50.3,33.5,Pass,Successful,Éder Militão,55.3,26,FALSE,0.001146745673,Real Madrid,Europe,Champions-League,2022-2023
16,5,a,55.3,26,Pass,Successful,Federico Valverde,44.1,32.6,FALSE,-0.002863986331,Real Madrid,Europe,Champions-League,2022-2023
16,7,a,44.6,35.2,Pass,Successful,Eduardo Camavinga,37.5,65.6,FALSE,-0.001528745058,Real Madrid,Europe,Champions-League,2022-2023
16,10,a,39.7,66.7,Pass,Successful,Antonio Rüdiger,53.8,93.1,FALSE,0.001559205933,Real Madrid,Europe,Champions-League,2022-2023
16,13,a,53.8,93.1,Pass,Successful,David Alaba,59.3,86.4,FALSE,0.002486917611,Real Madrid,Europe,Champions-League,2022-2023
16,14,a,59.3,86.4,Pass,Successful,Vinícius Júnior,58.3,96.5,FALSE,-0.001082418123,Real Madrid,Europe,Champions-League,2022-2023
