index,id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,firstName,lastName,teamColor,shortName,matchId,onGoalShot_X,onGoalShot_Y,onGoalShot_ZR
18,2471079507,AttemptSaved,8650,292462,Mohamed Salah,91.5,37.69599981689453,71,,0,1,96.2192982446,36.8975,35.448750000000004,0.3659999982,0.32078105211257935,0.6456,LeftFoot,RegularPlay,SecondHalf,0,Mohamed,Salah,#d3171e,,4010127,0.6167328042328032,0.09682539634920634,1
19,2471079841,Miss,8650,963964,Harvey Elliott,92.4000015258789,23.018344487843564,72,,0,0,,,50.586751590700004,0.6228421022,0.07455435395240784,,LeftFoot,RegularPlay,SecondHalf,0,Harvey,Elliott,#d3171e,,4010127,0,0.03755057756753409,0.2278927238603731
20,2471080699,AttemptSaved,8650,963965,Fabio Carvalho,90.30000305175781,45.331976656374266,74,,1,1,92.7,43.650445855,34.838750000000005,1.2199999940000001,0.046636730432510376,,RightFoot,RegularPlay,SecondHalf,0,Fabio,Carvalho,#d3171e,,4010127,0.7781084656084645,0.32275132116402117,1
21,2471080765,Miss,8650,963964,Harvey Elliott,80.90825070953443,19.024713378199998,75,,0,0,,,34.68625,4.341379316,0.028778761625289917,,LeftFoot,RegularPlay,SecondHalf,0,Harvey,Elliott,#d3171e,,4010127,0.8929460268424273,0.6772486772486772,0.5896743439499079
22,2471081019,Goal,8650,292462,Mohamed Salah,101.11207041275414,22.878216564699997,75,,0,1,,,36.745000000000005,0.3659999982,0.10450485348701477,0.5454,LeftFoot,RegularPlay,SecondHalf,0,Mohamed,Salah,#d3171e,,4010127,0.2738095238095226,0.09682539634920634,1
23,2471082673,Goal,8650,292462,Mohamed Salah,89.80000305175781,25.186875882148744,80,,0,1,,,32.0175,0.6934736808,0.09865742921829224,0.0804,LeftFoot,RegularPlay,SecondHalf,0,Mohamed,Salah,#d3171e,,4010127,1.5244708994709,0.18345864571428572,1
24,2471083259,Goal,8650,292462,Mohamed Salah,91.0999984741211,24.839999470556435,81,,0,1,,,37.431250000000006,0.7319999964,0.06895092129707336,0.4771,LeftFoot,RegularPlay,SecondHalf,0,Mohamed,Salah,#d3171e,,4010127,0.09226190476190332,0.19365079269841268,1
25,2471085781,Goal,8650,963964,Harvey Elliott,98.05262863382141,26.516562941074373,87,,0,1,,,35.83,0.6934736808,0.20063188672065735,0.5844,RightFoot,RegularPlay,SecondHalf,0,Harvey,Elliott,#d3171e,,4010127,0.5158730158730164,0.18345864571428572,1
3,2473075591,AttemptSaved,8650,570461,Diogo Jota,97.8596491223,29.463570785767555,21,,0,1,104.051724138,32.3225,33.00875,0.0834736838,0.11224767565727234,0.0682,Header,FromCorner,FirstHalf,0,Diogo,Jota,#d3171e,,3901037,1.26223544973545,0.02208298513227513,1
4,2473077667,Miss,8650,357880,Andrew Robertson,92.5,45.402039281587136,24,,0,0,,,30.256,5.305931043199999,0.09020346403121948,,LeftFoot,RegularPlay,FirstHalf,0,Andrew,Robertson,#d3171e,,3901037,1.477883905194859,0.6772486772486772,0.48247894274480957
